Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Cook and Sons Pvt. Ltd.,Transportation,Canada,Groq,2023,524,26,2119,25.2,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Pope LLC Pvt. Ltd.,Technology,Germany,Groq,2024,7335,23,2681,26.3,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
Walker-Tucker Pvt. Ltd.,Technology,Japan,ChatGPT,2024,14011,14,17501,31.9,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
Graham-White Pvt. Ltd.,Defense,Japan,Claude,2024,10616,30,13513,23.0,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
Thomas and Sons Pvt. Ltd.,Utilities,South Korea,LLaMA,2024,16304,6,16445,13.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
"Harris, Reed and Wells Pvt. Ltd.",Utilities,USA,LLaMA,2024,14330,29,11656,34.6,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Williams, Gates and Meyer Pvt. Ltd.",Advertising,Canada,Mixtral,2024,7101,14,22725,2.9,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
Garcia-Thomas Pvt. Ltd.,Transportation,Singapore,ChatGPT,2024,13340,11,3260,25.8,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
Sanchez-Perez Pvt. Ltd.,Utilities,USA,ChatGPT,2024,2636,9,3643,20.7,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Hernandez, Moss and Davis Pvt. Ltd.",Education,Japan,Claude,2023,882,6,20288,4.5,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
Roberts-Hendricks Pvt. Ltd.,Utilities,USA,Gemini,2024,11973,8,7343,13.6,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Brewer-Riggs Pvt. Ltd.,Healthcare,Canada,LLaMA,2022,3277,5,13228,6.7,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Nicholson, Moyer and Hutchinson Pvt. Ltd.",Finance,South Africa,LLaMA,2022,6189,9,9133,26.0,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Anderson, Mitchell and Watson Pvt. Ltd.",Entertainment,Australia,LLaMA,2022,4129,21,17018,19.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Hall, Smith and Arellano Pvt. Ltd.",Defense,Japan,Claude,2024,686,29,14312,17.2,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Bates-Reed Pvt. Ltd.,Telecom,USA,Groq,2022,13853,1,1031,21.6,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
Underwood-Cole Pvt. Ltd.,Hospitality,Australia,ChatGPT,2022,7184,16,6275,29.4,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Griffin, Rodriguez and Moody Pvt. Ltd.",Advertising,France,Groq,2023,16857,15,15435,30.0,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
Chan-Stevens Pvt. Ltd.,Education,South Korea,ChatGPT,2023,10836,21,17517,29.3,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Love, Fuller and Thomas Pvt. Ltd.",Hospitality,USA,Groq,2024,18625,5,22210,22.9,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
"Henderson, Olson and Martin Pvt. Ltd.",Healthcare,India,Mixtral,2024,2183,5,10628,16.5,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
House-Schmitt Pvt. Ltd.,Education,Germany,ChatGPT,2023,13420,14,5138,28.0,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Turner Group Pvt. Ltd.,Education,Singapore,Claude,2022,9689,24,4898,30.0,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
"Wolf, Martin and Griffin Pvt. Ltd.",Entertainment,Canada,Groq,2022,16639,12,8389,9.7,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Hobbs, Jenkins and Duncan Pvt. Ltd.",Retail,Japan,ChatGPT,2022,12201,17,24336,13.1,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
"Mcconnell, Thompson and Olsen Pvt. Ltd.",Manufacturing,South Korea,Claude,2023,5538,11,3679,13.6,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Ramsey-Miller Pvt. Ltd.,Healthcare,UK,ChatGPT,2024,16925,12,10348,2.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
Moss-Sanders Pvt. Ltd.,Hospitality,South Korea,Groq,2023,9087,29,6443,14.4,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
"Fletcher, Nguyen and Hoffman Pvt. Ltd.",Advertising,Germany,Mixtral,2022,2423,2,18071,20.9,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
Brown-Cherry Pvt. Ltd.,Telecom,Australia,Groq,2022,7208,5,10638,13.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
"Ortega, Matthews and Martinez Pvt. Ltd.",Telecom,Japan,Groq,2024,19816,12,10512,5.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Garza-Torres Pvt. Ltd.,Education,Canada,Gemini,2023,2059,30,22137,17.6,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Martinez, Delacruz and Newman Pvt. Ltd.",Advertising,South Africa,ChatGPT,2024,3535,30,990,18.8,"Job roles have shifted a lot, which is both good and scary. Overall, it's a big shift."
Hess Ltd Pvt. Ltd.,Entertainment,Germany,Gemini,2024,13115,1,21522,9.2,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
Rasmussen and Sons Pvt. Ltd.,Finance,Singapore,Mixtral,2022,5629,24,6842,8.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Merritt, Ramirez and Cline Pvt. Ltd.",Telecom,UK,LLaMA,2024,7718,2,18140,34.0,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
"Armstrong, Erickson and Castillo Pvt. Ltd.",Retail,Switzerland,Claude,2024,9716,2,11151,21.7,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
"Harrison, Boyer and Myers Pvt. Ltd.",Healthcare,UK,ChatGPT,2022,11074,6,13740,7.4,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Andrews-Meadows Pvt. Ltd.,Finance,South Korea,Groq,2023,15372,12,11748,24.5,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Combs, Mendoza and Gilbert Pvt. Ltd.",Manufacturing,Switzerland,ChatGPT,2024,983,30,16767,30.3,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
"Howe, Macdonald and Hubbard Pvt. Ltd.",Defense,Germany,Mixtral,2024,2776,15,24284,10.1,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Pitts-Williams Pvt. Ltd.,Finance,France,LLaMA,2023,6263,18,11472,32.7,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Caldwell-Yoder Pvt. Ltd.,Entertainment,Australia,Claude,2024,2065,28,11932,20.0,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
Gentry-Bennett Pvt. Ltd.,Hospitality,UK,Mixtral,2022,7644,27,17817,7.0,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Smith-Chase Pvt. Ltd.,Transportation,Singapore,ChatGPT,2022,11810,5,13807,18.9,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Davis, Wilkinson and Smith Pvt. Ltd.",Entertainment,Australia,LLaMA,2023,18756,13,735,4.9,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
"Rubio, Quinn and Griffith Pvt. Ltd.",Manufacturing,South Korea,Mixtral,2024,5213,21,2952,11.0,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
Castro-Larson Pvt. Ltd.,Healthcare,Singapore,Gemini,2024,5765,30,21301,30.2,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Russell, Hardin and Williams Pvt. Ltd.",Transportation,Switzerland,LLaMA,2022,10707,4,20816,20.0,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Blanchard Ltd Pvt. Ltd.,Education,France,ChatGPT,2024,18620,27,2417,26.2,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
Gallegos-Velasquez Pvt. Ltd.,Defense,Japan,ChatGPT,2024,2929,15,10073,7.7,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"Barnes, Curtis and Lozano Pvt. Ltd.",Advertising,France,Mixtral,2023,5565,2,10949,34.8,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
Leach Group Pvt. Ltd.,Defense,Germany,Claude,2022,16523,10,4440,3.8,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Clayton, Phelps and Quinn Pvt. Ltd.",Transportation,Singapore,LLaMA,2022,8622,7,17997,3.2,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
Harris LLC Pvt. Ltd.,Hospitality,Switzerland,Mixtral,2024,5080,6,6767,3.9,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Sanford-Bean Pvt. Ltd.,Advertising,Singapore,Gemini,2022,19891,27,21822,34.2,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Greene, Smith and Turner Pvt. Ltd.",Technology,Germany,Gemini,2024,11549,1,5523,23.0,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Grimes-Kent Pvt. Ltd.,Technology,UK,ChatGPT,2023,2427,2,16377,34.0,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
"Adams, Gallagher and Gibson Pvt. Ltd.",Telecom,Australia,LLaMA,2024,11920,11,11206,33.8,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Smith-Deleon Pvt. Ltd.,Healthcare,South Korea,LLaMA,2023,12591,4,4277,11.0,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Moody, Kelly and Wilkins Pvt. Ltd.",Manufacturing,Switzerland,Groq,2023,11345,2,3291,25.6,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
"Boyle, Parsons and Braun Pvt. Ltd.",Technology,UAE,ChatGPT,2023,7959,29,9359,6.2,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
"Cabrera, Williams and Sweeney Pvt. Ltd.",Defense,Canada,Mixtral,2022,15650,11,3442,6.6,"Mixed responses—management excited, staff feel uncertain. Some departments feel left behind."
Nichols PLC Pvt. Ltd.,Technology,South Africa,Claude,2023,3789,14,3895,11.2,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
"Patterson, Ferguson and Perez Pvt. Ltd.",Defense,Singapore,Gemini,2022,7501,6,23151,32.6,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Bryant-Dorsey Pvt. Ltd.,Defense,Germany,LLaMA,2022,17700,6,21145,13.4,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Welch-Beard Pvt. Ltd.,Telecom,Singapore,ChatGPT,2023,19362,29,2072,14.3,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
Silva and Sons Pvt. Ltd.,Defense,UAE,LLaMA,2024,10757,8,17837,13.3,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Fernandez, White and Jones Pvt. Ltd.",Utilities,UK,Gemini,2024,19507,4,22013,10.2,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Silva-James Pvt. Ltd.,Defense,India,LLaMA,2023,8202,23,13112,8.9,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
York-Mann Pvt. Ltd.,Education,UAE,Claude,2022,5906,5,24138,3.1,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
Smith-Fields Pvt. Ltd.,Healthcare,USA,Gemini,2023,17010,13,17773,27.2,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Le, Lopez and Cunningham Pvt. Ltd.",Telecom,South Africa,Mixtral,2023,9138,21,10081,13.7,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
"Black, Smith and Doyle Pvt. Ltd.",Retail,Brazil,ChatGPT,2022,4628,1,4339,20.6,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
"Diaz, Wells and Rose Pvt. Ltd.",Finance,Switzerland,Claude,2023,7968,23,19432,11.2,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
Ramos-Rodriguez Pvt. Ltd.,Legal Services,Australia,Groq,2023,10342,10,10917,24.2,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Hayes, Riley and Sims Pvt. Ltd.",Utilities,Canada,Gemini,2022,7814,23,19764,2.4,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Warren, Peterson and Guerrero Pvt. Ltd.",Legal Services,South Africa,Mixtral,2022,5973,18,4535,15.8,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Holmes, Cunningham and Burnett Pvt. Ltd.",Hospitality,Switzerland,ChatGPT,2022,13606,30,11419,32.1,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
Adkins-Erickson Pvt. Ltd.,Telecom,Japan,Gemini,2023,7400,4,19271,8.9,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Bentley, Elliott and Garza Pvt. Ltd.",Manufacturing,Canada,ChatGPT,2023,19237,28,14901,18.7,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Cole, Golden and Grimes Pvt. Ltd.",Finance,UAE,LLaMA,2022,1965,24,16636,19.1,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
"Wright, Williams and Warner Pvt. Ltd.",Technology,UK,Mixtral,2024,14017,25,24235,34.7,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Graham, Neal and Gordon Pvt. Ltd.",Education,UAE,LLaMA,2024,12364,21,10459,8.3,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
